,expression,tempo,avg_cent,std_cent,avg_rolloff,std_rolloff,avg_zcross,std_zcross,avg_flt,std_flt,avg_bw,avg_ctr,std_ctr,height,leaves,t-count,operators,2_powers,avg_operand,std_operand,r(>>),r(*),r(&),r(^),r(%),r(|),r(-),r(+),r(/),>>,*,&,^,%,|,-,+,/,fitness
52,(t&8)|(((t>>9)>>6)|(((t*7)-8)&6)),117.1875,1448.6027343870655,491.03939450069413,2978.507313829787,730.6322772560418,0.27181474401595745,0.24676669312981345,0.0002034369099419564,0.001661046757362783,1250.649416925015,43.187574082506295,14.48445334237161,5,6,3,8,2,7,1,0,0,0,0,0,1,0,0,0,2,1,2,0,0,2,1,0,0,34.07961980457756
55,(t%10)+(((t&11)%10)*(t/13)),93.75,1998.6760302393327,355.06492744292973,3271.293218085106,369.82804756221486,0.511284491356383,0.28970040343793657,0.211790069937706,0.05092935264110565,1102.4423107416428,14.919599473293724,3.6179787881746446,4,4,3,6,0,11,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1,1,23.05001943177231
66,((t&2)>>0)>>((t*(t|(t*1)))>>(t^1)),234.375,1512.0693081682346,459.4208112139377,3056.715425531915,663.0518094796769,0.2252202460106383,0.23821543744951723,0.006451031193137169,0.014703900553286076,1267.5855483660132,28.22305755428109,7.204253292976,5,4,5,8,3,1,0,1,0,0,0,0,0,0,0,0,3,2,1,1,0,1,0,0,0,31.674120157185992
70,t>>(t-(t&(t^7))),187.5,1694.7010592417628,350.70682292075344,3227.4767287234044,337.2065311626494,0.2381815159574468,0.23482223844390146,0.2097831815481186,0.20199377834796906,1235.911688167849,15.562591792594061,6.232735502757685,4,1,4,4,0,7,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,28.444095957074918
74,((((t-4)*7)>>5)>>(t&6))^(((t%5)>>4)-((t&6)&1)),58.59375,1979.8751982231372,370.4311917230492,3262.150930851064,342.06732019080374,0.48916015625,0.2800505030517757,0.26030871272087097,0.052437737584114075,1097.7378638977984,14.861463597358512,3.4299855387122795,5,8,4,11,3,4,1,0,0,0,1,0,0,0,0,0,3,1,3,1,1,0,2,0,0,24.647259301312314
0,(t&8)|(((t>>9)>>(t*9))|(((t*7)-8)&6)),0.0,1437.2432957819974,20.303059774906075,2503.507313829787,11.94525378399349,0.12381358045212766,0.005734731537106353,0.00010957716585835442,0.0010333574609830976,983.229883817984,63.12665510185693,37.80719042159747,5,6,4,9,2,7,1,0,0,0,0,0,1,0,0,0,2,2,2,0,0,2,1,0,0,6.3490584247507895
1,((((t-5)*7)>>3)>>(t&7))^(((t%7)>>6)-((t&5)&1)),187.5,1980.0717675455799,125.7288838646556,3894.9800531914893,39.39016321168161,0.4972926363031915,0.1415148213410293,0.05956895649433136,0.0033417653758078814,1484.7157286191675,19.247247044672843,5.949449726689607,5,8,4,11,1,5,2,0,0,0,1,0,0,0,0,0,3,1,3,1,1,0,2,0,0,9.517323503667683
2,t>>(t-(t&(t^5))),0.0,1998.4398269240132,16.97227010242932,2005.4521276595744,14.941403793980232,0.49671916555851064,0.022938926148425413,3.155183367198333e-05,0.00032029225258156657,14.448765632561338,28.220771684887833,31.10556783624455,4,1,4,4,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,6.176808894022556
3,((t&2)>>0)>>((t*(t*(t*1)))>>(t^1)),187.5,1659.8831395403615,137.79137383281244,3437.5498670212764,231.51610782117766,0.4986286569148936,0.1566647690025926,0.008959455415606499,0.011683886870741844,1392.380699882945,45.16790109449081,22.17743252747936,5,4,5,8,3,1,0,1,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,9.754664110661468
4,(t%10)+(((t&11)|10)*(t/13)),58.59375,2388.058866917365,130.84721467421718,3832.2972074468084,113.5571631376954,0.5005049035904255,0.10749961169510867,0.036176491528749466,0.009115529246628284,1194.5325658759853,17.19675487029042,7.0425831612657745,4,4,3,6,0,11,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,9.835885331324276
